"Navn";"NVDB_id";"SkiltetLengde";"Åpningsår";"Kommune";"AntallTunnelløp";"MaksAngittLengdeTunnelløp";"MaksFysiskLengdeTunnelløp";"ÅpningsårFraTunnelløp";"kommunerTunnelløp";"SSRtreff";"soketerm";"soketerm2";"X_utm32";"y_utm32";"SSR navn";"ssr_url"
"Sandviktunnelen";"82295057";"";"";"1266";"1";"";"388.4291172676678";"";"1266";"EKSAKT-forenklet1";"sandvik";"";"311809.3915303155";"6758058.977792669";"Sandvik";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sandvik%2A&ostLL=-29415.16046&nordLL=6773210.08708&ostUR=4584.839540000001&nordUR=6807210.08708"
"Trodaltunnelen";"82295103";"";"";"1266";"1";"";"840.8288289108233";"";"1266";"EKSAKT";"Trodaltunnelen";"";"312833.85428373364";"6754220.040765662";"Trodaltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Trodaltunnelen%2A&ostLL=-28745.04543&nordLL=6769282.50619&ostUR=5254.95457&nordUR=6803282.50619"
"Matrebergtunnelen";"82295263";"";"";"1266";"1";"";"1344.3776902648556";"";"1266";"EKSAKT";"Matrebergtunnelen";"";"314026.0425740029";"6754288.343767407";"Matrebergtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Matrebergtunnelen%2A&ostLL=-27548.30156&nordLL=6769241.1451&ostUR=6451.69844&nordUR=6803241.1451"
"Lille-Matretunnelen";"82295490";"";"";"1266";"1";"";"65.07788826539871";"";"1266";"EKSAKT-forenklet1";"lille-matr";"";"314923.68056452845";"6753440.719841603";"Lille-Matre";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lille-matr%2A&ostLL=-26729.8613&nordLL=6768312.26056&ostUR=7270.1386999999995&nordUR=6802312.26056"
"Litle-Urdaltunnelen";"82295503";"";"";"1263";"1";"";"439.6224511476322";"";"1263";"EKSAKT-forenklet1";"litle-urdal";"";"316117.83359187975";"6736034.582980412";"Litle-Urdal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=litle-urdal%2A&ostLL=-27135.74192&nordLL=6750821.58054&ostUR=6864.25808&nordUR=6784821.58054"
"Vikesundtunnelen";"82295554";"";"";"1263";"1";"";"316.36513836025597";"";"1263";"EKSAKT-forenklet1";"vikesund";"";"314094.16556098196";"6734233.024978137";"Vikesund";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vikesund%2A&ostLL=-29321.82708&nordLL=6749208.25498&ostUR=4678.172920000001&nordUR=6783208.25498"
"Vikanestunnelen";"82295608";"";"";"1263";"1";"";"264.76738431441424";"";"1263";"EKSAKT-forenklet1";"vikane";"";"313607.76307032036";"6734155.433859551";"Vikanes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vikane%2A&ostLL=-29814.662519999998&nordLL=6749175.39833&ostUR=4185.33748&nordUR=6783175.39833"
"Mitnestunnelen";"82295659";"";"";"1263";"1";"";"181.56761483176464";"";"1263";"EKSAKT-forenklet1";"mitne";"";"313134.5308465549";"6734051.056380267";"Mitnes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=mitne%2A&ostLL=-30296.805659999998&nordLL=6749114.58445&ostUR=3703.19434&nordUR=6783114.58445"
"Utnestunnelen";"82295688";"";"";"1263";"1";"";"263.96457489352133";"";"1263";"EKSAKT-forenklet1";"utne";"";"312798.1262814492";"6734046.498718687";"Utnes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=utne%2A&ostLL=-30633.156580000003&nordLL=6749140.89686&ostUR=3366.8434199999992&nordUR=6783140.89686"
"Eikefettunnelen Små";"82295740";"";"";"1263";"1";"";"427.3776591984836";"";"1263";"INGEN";"eikef små";"eikef små";"312039.0432219723";"6734502.058196413";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eikef+sm%C3%A5%2A&ostLL=-31349.381090000003&nordLL=6749665.46395&ostUR=2650.6189099999992&nordUR=6783665.46395"
"Eikefettunnelen";"82295806";"";"";"1263";"1";"";"4935.318247265712";"";"1263";"EKSAKT";"Eikefettunnelen";"";"310062.2959478678";"6732455.218855713";"Eikefettunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Eikefettunnelen%2A&ostLL=-33511.1749&nordLL=6747802.81867&ostUR=488.8250999999982&nordUR=6781802.81867"
"Bjørsviktunnelen";"82296434";"";"";"1263";"1";"";"847.5783499074805";"";"1263";"EKSAKT-forenklet1";"bjørsvik";"";"307586.13918702805";"6727250.384339746";"Bjørsvik";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=bj%C3%B8rsvik%2A&ostLL=-36461.34982&nordLL=6742832.18791&ostUR=-2461.3498199999995&nordUR=6776832.18791"
"Mundalsbergettunnelen";"82296604";"";"";"1263";"1";"";"1090.5680226661295";"";"1263";"EKSAKT-forenklet1";"mundalsberg";"";"299090.2368685404";"6719922.835174914";"Mundalsberget";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=mundalsberg%2A&ostLL=-45617.95143&nordLL=6736293.13586&ostUR=-11617.951430000001&nordUR=6770293.13586"
"Fløyfjellstunnelen";"82299001";"";"";"1201";"2";"";"3888.883031605109";"";"1201";"FLERE";"fløyfjell";"";"298216.5776475372";"6702167.770538222";"Fløyfjell 1,Fløyfjell 2,Fløyfjelltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fl%C3%B8yfjell%2A&ostLL=-48116.744529999996&nordLL=6718640.21512&ostUR=-14116.74453&nordUR=6752640.21512"
"Eidsvågstunnelen";"82300872";"";"";"1201";"2";"";"859.5572587676487";"";"1201";"FLERE";"eidsvåg";"";"296876.8075926688";"6705046.11646667";"Eidsvåg 2,Eidsvåg 1";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eidsv%C3%A5g%2A&ostLL=-49191.40538&nordLL=6721637.67733&ostUR=-15191.40538&nordUR=6755637.67733"
"Munkebotntunnelen";"82301533";"";"";"1201";"1";"";"555.2360718676722";"";"1201";"INGEN";"munkebotn";"munkebotn";"297376.85424078157";"6703498.187505323";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=munkebotn%2A&ostLL=-48833.669030000005&nordLL=6720045.86328&ostUR=-14833.669030000001&nordUR=6754045.86328"
"Rothaugentunnelen";"82301827";"";"";"1201";"1";"";"192.8049620154625";"";"1201";"EKSAKT-forenklet1";"rothaug";"";"297390.2105612509";"6702015.115538491";"Rothaugen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=rothaug%2A&ostLL=-48956.0731596978&nordLL=6718563.3782488&ostUR=-14956.0731596978&nordUR=6752563.3782488"
"Haukelandtunnelen";"82301851";"";"";"1201";"1";"";"359.49150085931046";"";"1201";"EKSAKT-forenklet1";"haukeland";"";"299294.63302226225";"6698622.849558205";"Haukelandstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=haukeland%2A&ostLL=-47364.39885&nordLL=6715000.99109&ostUR=-13364.398850000001&nordUR=6749000.99109"
"Steinanes";"82302162";"";"";"1221";"1";"120.0";"124.44996994925589";"";"1221";"EKSAKT";"Steinanes";"";"305421.02453725936";"6643537.615492632";"Steinanes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Steinanes%2A&ostLL=-46272.84177&nordLL=6659422.63867&ostUR=-12272.841769999999&nordUR=6693422.63867"
"Beitlatunnelen";"82302386";"";"";"1251";"1";"";"662.7101746703568";"";"1251";"EKSAKT-forenklet1";"beitla";"";"325089.94573498855";"6720736.183874508";"Beitla";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=beitla%2A&ostLL=-19579.318339999998&nordLL=6734722.76609&ostUR=14420.68166&nordUR=6768722.76609"
"Kvamstotunnelen";"82302509";"";"";"1251";"1";"";"126.4478547651413";"";"1251";"INGEN";"kvamsto";"kvamsto";"326150.1196051949";"6721323.5924556935";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kvamsto%2A&ostLL=-18466.89265&nordLL=6735212.17394&ostUR=15533.10735&nordUR=6769212.17394"
"Storefossentunnelen";"82302553";"";"";"1251";"1";"";"185.36895159055803";"";"1251";"INGEN";"storefoss";"storefos";"327841.9361610581";"6720657.62203763";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=storefos%2A&ostLL=-16838.60806&nordLL=6734392.19573&ostUR=17161.39194&nordUR=6768392.19573"
"Narheimtunnelen";"82302556";"";"";"1235";"1";"";"145.55277110460784";"";"1235";"INGEN";"narheim";"narheim";"346063.0698187043";"6721687.190430615";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=narheim%2A&ostLL=1448.281579999999&nordLL=6733751.09594&ostUR=35448.281579999995&nordUR=6767751.09594"
"Lilandtunnelen";"82302559";"";"";"1235";"1";"";"46.86348539963008";"";"1235";"INGEN";"liland";"liland";"349492.80743220076";"6724484.337763183";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=liland%2A&ostLL=5128.545890000001&nordLL=6736229.46423&ostUR=39128.54589&nordUR=6770229.46423"
"Eidfjordtunnelen";"82303442";"";"";"1232";"1";"2571.0";"2031.312885654851";"";"1232";"EKSAKT-forenklet1";"eidfjord";"";"395681.48057496455";"6701168.625881149";"Eidfjord";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eidfjord%2A&ostLL=49099.84315&nordLL=6708731.61161&ostUR=83099.84315&nordUR=6742731.61161"
"Kvernhushaugtunnelen";"82303724";"";"";"1232";"1";"542.0";"545.1742750315965";"";"1232";"EKSAKT-forenklet1";"kvernhushaug";"";"401536.2505390581";"6699605.517401415";"Kvernhushaug";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kvernhushaug%2A&ostLL=54800.04575999999&nordLL=6706636.96112&ostUR=88800.04576&nordUR=6740636.96112"
"Måbøtunnelen";"82303826";"";"";"1232";"1";"1893.0";"1906.1148213829558";"";"1232";"EKSAKT-forenklet1";"måbø";"";"402094.3023980445";"6699479.68395369";"Måbø";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=m%C3%A5b%C3%B8%2A&ostLL=55345.46773999999&nordLL=6706460.42642&ostUR=89345.46774&nordUR=6740460.42642"
"Storegjeltunnelen";"82304089";"";"";"1232";"1";"842.0";"849.2560383488571";"";"1232";"EKSAKT-forenklet1";"storegjel";"";"403046.0413799072";"6699824.517716046";"Storegjel";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=storegjel%2A&ostLL=56326.745670000004&nordLL=6706717.64683&ostUR=90326.74567&nordUR=6740717.64683"
"Dalbergtunnelen";"82304231";"";"";"1232";"1";"335.0";"337.7572360800537";"";"1232";"EKSAKT-forenklet1";"dalberg";"";"403071.2471824718";"6699949.888136769";"Dalberg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=dalberg%2A&ostLL=56363.347949999996&nordLL=6706840.45828&ostUR=90363.34795&nordUR=6740840.45828"
"Røsslandsås";"82304287";"";"1941";"1211";"1";"75.0";"82.77453657009279";"";"1211";"EKSAKT";"Røsslandsås";"";"339619.73536590673";"6630140.95137234";"Røsslandsås";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=R%C3%B8sslands%C3%A5s%2A&ostLL=-13336.91&nordLL=6642932.79&ostUR=20663.09&nordUR=6676932.79"
"Trolljuv II";"82304290";"";"1941";"1211";"1";"139.0";"138.88135511096687";"";"1211";"EKSAKT";"Trolljuv II";"";"340393.9663211156";"6630892.73942249";"Trolljuv II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Trolljuv+II%2A&ostLL=-12495.46614&nordLL=6643613.15221&ostUR=21504.53386&nordUR=6677613.15221"
"Trolljuv I";"82304293";"";"";"1211";"1";"35.0";"37.25551742428047";"";"1211";"FLERE";"Trolljuv I";"";"340607.2661051406";"6630974.113196947";"Trolljuv I,Trolljuv II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Trolljuv+I%2A&ostLL=-12275.07647&nordLL=6643675.02643&ostUR=21724.92353&nordUR=6677675.02643"
"Rafdal II";"82304296";"";"";"1211";"1";"57.0";"55.32401340010967";"";"1211";"EKSAKT";"Rafdal II";"";"341703.29571349727";"6631238.278984324";"Rafdal II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Rafdal+II%2A&ostLL=-11156.61364&nordLL=6643839.21314&ostUR=22843.38636&nordUR=6677839.21314"
"Rafdal I";"82304299";"";"1941";"1211";"1";"48.0";"51.39157367685514";"";"1211";"FLERE";"Rafdal I";"";"341720.5073031834";"6631316.136844674";"Rafdal I,Rafdal II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Rafdal+I%2A&ostLL=-11132.351579999999&nordLL=6643915.39484&ostUR=22867.64842&nordUR=6677915.39484"
"Tretteberg";"82304302";"";"1941";"1211";"1";"57.0";"57.72395787031165";"";"1211";"EKSAKT";"Tretteberg";"";"342137.4963906548";"6631722.675669913";"Tretteberg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Tretteberg%2A&ostLL=-10679.01927&nordLL=6644283.45349&ostUR=23320.98073&nordUR=6678283.45349"
"Knudsjuvtunnelen";"82304305";"";"1941";"1211";"1";"29.0";"29.232332921610794";"";"1211";"EKSAKT-forenklet1";"knudsjuv";"";"342775.7402464346";"6632377.821247751";"Knudsjuv";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=knudsjuv%2A&ostLL=-9982.160100000001&nordLL=6644879.6483&ostUR=24017.8399&nordUR=6678879.6483"
"Torgilsholtunnelen";"82304321";"";"";"1228";"1";"189.0";"189.00560528856516";"";"1228";"EKSAKT-forenklet1";"torgilshol";"";"364701.3851224234";"6645715.584043248";"Torgilshol";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=torgilshol%2A&ostLL=13122.080419999998&nordLL=6656203.36546&ostUR=47122.08042&nordUR=6690203.36546"
"Røldal";"82304348";"";"";"1228";"1";"4657.0";"4662.7507989998385";"";"1228";"FLERE";"Røldal";"";"372067.90215244377";"6635886.979717741";"Røldalstunnelen,Røldal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=R%C3%B8ldal%2A&ostLL=19582.836199999998&nordLL=6645721.56232&ostUR=53582.8362&nordUR=6679721.56232"
"Seljestadtunnelen";"82306109";"";"";"1228";"1";"1272.0";"1274.8306816700417";"";"1228";"EKSAKT";"Seljestadtunnelen";"";"370313.0102713252";"6638454.256931595";"Seljestadtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Seljestadtunnelen%2A&ostLL=18064.19064&nordLL=6648443.96877&ostUR=52064.19064&nordUR=6682443.96877"
"Hordatunnelen";"82306934";"";"";"1228";"1";"475.0";"477.05930553382177";"";"1228";"EKSAKT-forenklet1";"horda";"";"374524.9225882387";"6632404.787862591";"Horda";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=horda%2A&ostLL=21719.357900000003&nordLL=6642022.09461&ostUR=55719.3579&nordUR=6676022.09461"
"Austmannli";"82307077";"900";"1982";"1228";"1";"903.0";"906.0316539277629";"";"1228";"EKSAKT";"Austmannli";"";"381298.5886067369";"6637854.381653534";"Austmannli";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Austmannli%2A&ostLL=28976.283839999996&nordLL=6646846.894&ostUR=62976.28384&nordUR=6680846.894"
"Svandalsflona";"82307282";"1050";"1968";"1228";"1";"1053.0";"1057.0933954587633";"";"1228";"FLERE";"Svandalsflona";"";"384502.07786038495";"6636708.893547408";"Svandalsflonatunnelen,Svandalsflona";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Svandalsflona%2A&ostLL=32069.99534&nordLL=6645412.4169&ostUR=66069.99534&nordUR=6679412.4169"
"Haukeli";"82308216";"5680";"1968";"1228";"1";"5693.0";"5690.758532185142";"";"1228";"FLERE";"Haukeli";"";"390010.38614566356";"6635684.006468682";"Haukeli,Haukelitunnelen,Haukeli";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Haukeli%2A&ostLL=37475.20592&nordLL=6643889.06127&ostUR=71475.20592000001&nordUR=6677889.06127"
"Brattlandtunnelen";"82309120";"";"";"1201";"1";"";"27.895306006215492";"";"1201";"EKSAKT-forenklet1";"brattland";"";"302894.54396605416";"6695829.798416412";"Brattlandstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=brattland%2A&ostLL=-44024.450469999996&nordLL=6711882.08682&ostUR=-10024.45047&nordUR=6745882.08682"
"Arnanipatunnelen";"82309123";"2133";"";"1201";"1";"";"2137.1253895259924";"";"1201";"EKSAKT-forenklet1";"arnanipa";"";"306605.8025842209";"6703356.808869087";"Arnanipa";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=arnanipa%2A&ostLL=-39629.26845&nordLL=6719059.97846&ostUR=-5629.26845&nordUR=6753059.97846"
"Takvamtunnelen";"82309648";"";"";"1201";"1";"";"111.52523309735412";"";"1201";"INGEN";"takvam";"takvam";"308013.355766293";"6703577.639897611";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=takvam%2A&ostLL=-38203.33548&nordLL=6719151.70932&ostUR=-4203.335480000002&nordUR=6753151.70932"
"Songstadtunnelen I";"82309672";"";"";"1201";"1";"";"279.93469443726116";"";"1201";"FLERE";"songstad";"";"309805.52182268276";"6703414.155282594";"Songstad I,Songstad II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=songstad%2A&ostLL=-36428.4828&nordLL=6718824.43316&ostUR=-2428.4828000000016&nordUR=6752824.43316"
"Songstadtunnelen II";"82309899";"651";"";"1201";"1";"";"311.75267352167066";"";"1201";"FLERE";"songstad";"";"310164.6420488388";"6703390.336416685";"Songstad I,Songstad II";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=songstad%2A&ostLL=-36072.016619999995&nordLL=6718767.78266&ostUR=-2072.0166199999985&nordUR=6752767.78266"
"Romslotunnelen";"82310129";"600";"";"1201";"1";"";"606.6733412060607";"";"1201";"EKSAKT";"Romslotunnelen";"";"311900.02083208546";"6703988.6974093905";"Romslotunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Romslotunnelen%2A&ostLL=-34284.189320000005&nordLL=6719206.54293&ostUR=-284.1893200000013&nordUR=6753206.54293"
"Risnestunnelen";"82310313";"1712";"";"1201";"1";"";"1722.2352766023369";"";"1201";"EKSAKT";"Risnestunnelen";"";"313247.85771900887";"6703737.032193056";"Risnestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Risnestunnelen%2A&ostLL=-32961.191210000005&nordLL=6718831.87666&ostUR=1038.8087899999991&nordUR=6752831.87666"
"Trengereidtunnelen";"82310923";"";"";"1201";"1";"";"60.712202857161934";"";"1201";"EKSAKT";"Trengereidtunnelen";"";"314377.2995067178";"6703292.220078279";"Trengereidtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Trengereidtunnelen%2A&ostLL=-31873.97773&nordLL=6718284.31764&ostUR=2126.0222699999995&nordUR=6752284.31764"
"Grasdaltunnelen";"82310934";"";"";"1242";"1";"";"63.19831197858652";"";"1242";"EKSAKT-forenklet1";"grasdal";"";"316050.963956719";"6699788.605768692";"Grasdal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=grasdal%2A&ostLL=-30523.11693&nordLL=6714632.34823&ostUR=3476.88307&nordUR=6748632.34823"
"Hisdaltunnelen";"82310966";"";"";"1242";"1";"";"172.96545354245296";"";"1242";"EKSAKT-forenklet1";"hisdal";"";"316408.1824054219";"6699788.623377515";"Hisdal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hisdal%2A&ostLL=-30166.38395&nordLL=6714599.69119&ostUR=3833.6160500000005&nordUR=6748599.69119"
"Raunekleivtunnelen";"82311021";"";"";"1242";"1";"";"250.09908404728006";"";"1242";"EKSAKT-forenklet1";"raunekleiv";"";"317877.1230003141";"6700077.866226333";"Raunekleiv";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=raunekleiv%2A&ostLL=-28673.00057&nordLL=6714754.17493&ostUR=5326.99943&nordUR=6748754.17493"
"Haukanestunnelen";"82311070";"";"";"1242";"1";"";"637.3008610411972";"";"1242";"EKSAKT-forenklet1";"haukane";"";"320887.52001221257";"6700466.541309553";"Haukanes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=haukane%2A&ostLL=-25631.23511&nordLL=6714866.95655&ostUR=8368.76489&nordUR=6748866.95655"
"Hagaåstunnelen";"82311184";"";"";"1242";"1";"";"1640.533175280619";"";"1242";"EKSAKT-forenklet1";"hagaå";"";"322388.92282379046";"6698728.926601594";"Haga책s";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=haga%C3%A5%2A&ostLL=-24290.86189&nordLL=6712994.4698&ostUR=9709.13811&nordUR=6746994.4698"
"Liarostunnelen";"82311446";"";"";"1242";"1";"";"564.5627438662892";"";"1242";"EKSAKT-forenklet1";"liaro";"";"325570.2416941874";"6698076.115463873";"Liaros";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=liaro%2A&ostLL=-21173.76359&nordLL=6712051.67449&ostUR=12826.236410000001&nordUR=6746051.67449"
"Fossenbrattetunnelen";"82311583";"";"";"1242";"1";"";"664.3660154909708";"";"1242";"EKSAKT-forenklet1";"fossenbratt";"";"328326.7429434574";"6698050.791710736";"Fossenbratte";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fossenbratt%2A&ostLL=-18423.5616&nordLL=6711774.34438&ostUR=15576.4384&nordUR=6745774.34438"
"Teigabergtunnelen";"82311697";"";"";"1238";"1";"";"420.22344678490896";"";"1238";"EKSAKT-forenklet1";"teigaberg";"";"330617.21153725183";"6699251.28254152";"Teigaberg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=teigaberg%2A&ostLL=-16026.68374&nordLL=6712763.64412&ostUR=17973.31626&nordUR=6746763.64412"
"Fossgjeltunnelen";"82311758";"";"";"1238";"1";"";"362.12062306355955";"";"1238";"EKSAKT-forenklet1";"fossgjel";"";"336569.9612235966";"6696489.29528995";"Fossgjel";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fossgjel%2A&ostLL=-10335.35486&nordLL=6709461.58103&ostUR=23664.64514&nordUR=6743461.58103"
"Tokagjeltunnelen";"82311813";"";"";"1238";"1";"409.0";"406.09289412877007";"";"1238";"EKSAKT-forenklet1";"tokagjel";"";"337031.1954945049";"6696306.927800152";"Tokagjel";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=tokagjel%2A&ostLL=-9891.490969999999&nordLL=6709237.33196&ostUR=24108.50903&nordUR=6743237.33196"
"Hansagjeltunnelen";"82311874";"";"";"1238";"1";"";"689.9704461961662";"";"1238";"EKSAKT-forenklet1";"hansagjel";"";"336952.32679424406";"6695746.523119089";"Hansagjel";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hansagjel%2A&ostLL=-10021.46129&nordLL=6708684.98839&ostUR=23978.53871&nordUR=6742684.98839"
"Snauhaugentunnelen";"82311990";"";"";"1238";"1";"";"347.4132102336468";"";"1238";"EKSAKT-forenklet1";"snauhaug";"";"337539.09620435035";"6695440.6068995595";"Snauhaugen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=snauhaug%2A&ostLL=-9463.545&nordLL=6708325.90881&ostUR=24536.455&nordUR=6742325.90881"
"Lussandtunnelen";"82312049";"";"";"1234";"1";"";"94.91853671584308";"";"1234";"EKSAKT-forenklet1";"lussand";"";"365304.8124475215";"6704715.594288996";"Lussand";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lussand%2A&ostLL=19104.35368&nordLL=6715047.67913&ostUR=53104.35368&nordUR=6749047.67913"
"Gullhammartunnelen";"82312053";"";"";"1234";"1";"";"195.68501292918515";"";"1234";"EKSAKT-forenklet1";"gullhammar";"";"375390.41806993174";"6713446.392993354";"Gullhammar";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=gullhammar%2A&ostLL=29970.0985&nordLL=6722840.41267&ostUR=63970.0985&nordUR=6756840.41267"
"Stalheimtunnelen";"82312092";"";"";"1235";"1";"1189.0";"1184.0660584125094";"";"1235";"EKSAKT-forenklet1";"stalheim";"";"373811.1830377163";"6746251.128768294";"Stalheim";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stalheim%2A&ostLL=31398.76715&nordLL=6755728.1715&ostUR=65398.76715&nordUR=6789728.1715"
"Sivletunnelen";"82312265";"";"";"1235";"1";"";"1111.0464409190952";"";"1235";"INGEN";"sivl";"sivl";"374234.50033234677";"6747372.749747824";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sivl%2A&ostLL=31924.17028&nordLL=6756808.824&ostUR=65924.17027999999&nordUR=6790808.824"
"Furusmotunnelen";"83642526";"52";"";"235";"2";"52.0";"53.87162851829425";"";"235";"EKSAKT";"Furusmotunnelen";"";"617946.8106691366";"6671871.30690426";"Furusmotunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Furusmotunnelen%2A&ostLL=268061.96009&nordLL=6659280.94598&ostUR=302061.96009&nordUR=6693280.94598"
"Blåkollen tunnel";"83642543";"805";"";"230";"3";"480.0";"535.9347076740108";"";"230";"EKSAKT-forenklet2";"blåkollen";"blåkoll";"611371.9978975625";"6646287.240230996";"Blåkolltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=bl%C3%A5koll%2A&ostLL=259191.45750000002&nordLL=6634387.46519&ostUR=293191.4575&nordUR=6668387.46519"
"Hagantunnelen";"83643302";"2591";"";"233";"2";"2591.0";"2871.7954664924578";"";"233";"INGEN";"hagan";"hag";"606638.55991656";"6653068.880822496";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hag%2A&ostLL=255089.69650000002&nordLL=6641573.37336&ostUR=289089.6965&nordUR=6675573.37336"
"Kjørbotunnelen";"83645446";"346";"";"219";"2";"339.0";"335.9326157447641";"";"219";"FLERE";"kjørbo";"";"585028.1975313867";"6640037.006040433";"Kjørbo 1,Kjørbo 2";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kj%C3%B8rbo%2A&ostLL=232374.71811&nordLL=6630545.31376&ostUR=266374.71811&nordUR=6664545.31376"
"Vittenbergtunnelen";"83645649";"204";"";"230";"2";"204.0";"203.6781342097404";"";"230";"EKSAKT";"Vittenbergtunnelen";"";"611865.7832521885";"6646046.70174029";"Vittenbergtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Vittenbergtunnelen%2A&ostLL=259661.65356&nordLL=6634103.07805&ostUR=293661.65356&nordUR=6668103.07805"
